correct	gold	prediction
False	<a_30><b_16><c_10>	<a_22><b_27><c_7>
False	<a_15><b_13><c_12>	<a_3><b_21><c_14><d_0>
False	<a_22><b_9><c_12><d_1>	<a_23><b_1><c_12><d_0>
False	<a_22><b_4><c_13>	<a_5><b_20><c_29>
False	<a_30><b_16><c_10>	<a_2><b_18><c_30>
False	<a_23><b_2><c_13>	<a_18><b_30><c_16><d_1>
False	<a_0><b_19><c_27><d_1>	<a_4><b_6><c_14>
False	<a_0><b_7><c_31>	<a_20><b_14><c_19>
False	<a_13><b_6><c_1>	<a_4><b_19><c_9>
False	<a_12><b_29><c_18>	<a_1><b_29><c_7><d_0>
False	<a_23><b_27><c_23>	<a_20><b_28><c_19>
False	<a_23><b_11><c_12>	<a_1><b_1><c_3><d_0>
True	<a_5><b_9><c_23><d_1>	<a_5><b_9><c_23><d_1>
False	<a_1><b_25><c_15><d_0>	<a_20><b_22><c_10><d_0>
False	<a_0><b_5><c_25><d_0>	<a_31><b_2><c_4>
False	<a_16><b_19><c_22><d_0>	<a_22><b_20><c_31><d_2>
False	<a_0><b_5><c_15>	<a_3><b_10><c_9>
True	<a_1><b_25><c_15><d_1>	<a_1><b_25><c_15><d_1>
True	<a_28><b_5><c_21>	<a_28><b_5><c_21>
False	<a_14><b_24><c_16><d_0>	<a_14><b_15><c_13>
True	<a_1><b_13><c_4><d_0>	<a_1><b_13><c_4><d_0>
False	<a_10><b_24><c_18>	<a_21><b_5><c_31>
True	<a_14><b_27><c_8>	<a_14><b_27><c_8>
False	<a_7><b_29><c_15>	<a_9><b_9><c_26><d_1>
False	<a_21><b_10><c_3>	<a_20><b_28><c_24>
False	<a_5><b_9><c_3><d_1>	<a_11><b_21><c_17><d_0>
True	<a_21><b_1><c_12>	<a_21><b_1><c_12>
True	<a_21><b_20><c_21><d_1>	<a_21><b_20><c_21><d_1>
True	<a_1><b_10><c_27>	<a_1><b_10><c_27>
True	<a_12><b_9><c_11>	<a_12><b_9><c_11>
False	<a_24><b_13><c_31><d_0>	<a_1><b_12><c_17>
False	<a_1><b_25><c_15><d_1>	<a_14><b_7><c_16><d_1>
True	<a_21><b_20><c_21><d_2>	<a_21><b_20><c_21><d_2>
False	<a_28><b_20><c_13><d_0>	<a_12><b_27><c_26>
True	<a_5><b_11><c_26>	<a_5><b_11><c_26>
False	<a_31><b_20><c_22><d_1>	<a_17><b_24><c_11><d_0>
True	<a_19><b_1><c_8><d_1>	<a_19><b_1><c_8><d_1>
False	<a_1><b_13><c_16>	<a_11><b_23><c_0>
False	<a_8><b_23><c_8>	<a_13><b_2><c_3>
False	<a_22><b_31><c_11><d_1>	<a_8><b_27><c_9>
False	<a_20><b_14><c_5>	<a_3><b_20><c_7>
False	<a_21><b_30><c_21>	<a_24><b_12><c_8>
False	<a_18><b_29><c_7><d_1>	<a_2><b_26><c_9>
True	<a_22><b_19><c_22><d_3>	<a_22><b_19><c_22><d_3>
False	<a_28><b_23><c_6>	<a_22><b_10><c_20>
False	<a_11><b_0><c_27><d_1>	<a_28><b_20><c_13><d_0>
False	<a_23><b_0><c_29>	<a_1><b_12><c_23>
True	<a_3><b_24><c_3>	<a_3><b_24><c_3>
False	<a_14><b_10><c_21><d_0>	<a_21><b_8><c_10><d_1>
False	<a_28><b_5><c_25>	<a_13><b_28><c_30>
False	<a_22><b_27><c_21><d_6>	<a_14><b_27><c_21>
True	<a_25><b_0><c_16>	<a_25><b_0><c_16>
False	<a_21><b_11><c_1>	<a_22><b_27><c_21><d_10>
False	<a_14><b_20><c_25>	<a_20><b_28><c_19>
True	<a_18><b_18><c_13>	<a_18><b_18><c_13>
True	<a_27><b_15><c_17>	<a_27><b_15><c_17>
False	<a_10><b_14><c_28><d_2>	<a_20><b_28><c_19>
False	<a_11><b_31><c_22>	<a_11><b_18><c_4><d_0>
False	<a_22><b_27><c_4><d_2>	<a_19><b_13><c_7><d_1>
False	<a_1><b_2><c_26><d_1>	<a_3><b_17><c_8><d_1>
True	<a_24><b_26><c_27>	<a_24><b_26><c_27>
True	<a_1><b_23><c_20>	<a_1><b_23><c_20>
False	<a_11><b_23><c_0>	<a_27><b_12><c_8>
False	<a_20><b_22><c_10><d_0>	<a_18><b_24><c_29>
False	<a_20><b_22><c_10><d_0>	<a_2><b_15><c_7>
True	<a_18><b_17><c_8><d_1>	<a_18><b_17><c_8><d_1>
True	<a_1><b_21><c_13>	<a_1><b_21><c_13>
False	<a_20><b_28><c_19>	<a_9><b_19><c_14>
False	<a_31><b_12><c_20><d_1>	<a_5><b_9><c_21>
False	<a_24><b_0><c_9>	<a_14><b_29><c_23>
False	<a_23><b_2><c_29>	<a_9><b_15><c_13>
True	<a_11><b_12><c_4><d_1>	<a_11><b_12><c_4><d_1>
False	<a_30><b_23><c_28>	<a_30><b_30><c_28><d_0>
True	<a_5><b_15><c_20>	<a_5><b_15><c_20>
True	<a_15><b_30><c_17>	<a_15><b_30><c_17>
True	<a_1><b_7><c_27><d_1>	<a_1><b_7><c_27><d_1>
False	<a_21><b_8><c_16><d_1>	<a_25><b_19><c_7><d_0>
False	<a_10><b_6><c_21><d_0>	<a_15><b_21><c_27>
False	<a_16><b_31><c_27><d_0>	<a_25><b_17><c_7>
True	<a_24><b_30><c_4>	<a_24><b_30><c_4>
False	<a_3><b_2><c_30>	<a_5><b_3><c_25>
False	<a_26><b_24><c_11><d_1>	<a_26><b_29><c_4>
False	<a_19><b_10><c_23><d_1>	<a_20><b_22><c_10><d_1>
True	<a_12><b_12><c_4>	<a_12><b_12><c_4>
False	<a_21><b_8><c_16><d_1>	<a_25><b_20><c_27>
False	<a_17><b_27><c_17><d_3>	<a_14><b_20><c_26><d_1>
False	<a_19><b_9><c_29><d_2>	<a_18><b_1><c_21><d_1>
False	<a_18><b_25><c_16>	<a_21><b_29><c_1><d_1>
True	<a_1><b_21><c_13>	<a_1><b_21><c_13>
True	<a_21><b_19><c_17><d_0>	<a_21><b_19><c_17><d_0>
True	<a_28><b_19><c_3>	<a_28><b_19><c_3>
True	<a_19><b_27><c_23>	<a_19><b_27><c_23>
False	<a_14><b_30><c_13>	<a_17><b_2><c_13><d_3>
True	<a_11><b_0><c_31><d_1>	<a_11><b_0><c_31><d_1>
False	<a_24><b_6><c_3>	<a_9><b_18><c_16><d_0>
False	<a_17><b_27><c_11><d_0>	<a_29><b_29><c_21>
True	<a_17><b_9><c_9>	<a_17><b_9><c_9>
False	<a_4><b_19><c_4><d_0>	<a_4><b_0><c_16>
False	<a_20><b_22><c_10><d_1>	<a_9><b_17><c_17>
True	<a_14><b_20><c_20><d_1>	<a_14><b_20><c_20><d_1>
False	<a_6><b_9><c_8><d_1>	<a_1><b_0><c_17><d_0>
False	<a_30><b_16><c_19>	<a_4><b_2><c_3>
True	<a_15><b_1><c_4><d_2>	<a_15><b_1><c_4><d_2>
False	<a_2><b_25><c_25>	<a_8><b_19><c_14>
False	<a_0><b_17><c_3>	<a_10><b_31><c_6>
False	<a_23><b_20><c_17><d_2>	<a_24><b_3><c_13>
False	<a_6><b_9><c_13>	<a_10><b_26><c_30>
False	<a_22><b_18><c_25><d_0>	<a_1><b_5><c_12><d_0>
False	<a_27><b_2><c_12><d_2>	<a_23><b_30><c_23><d_0>
True	<a_9><b_25><c_14><d_1>	<a_9><b_25><c_14><d_1>
True	<a_18><b_11><c_22>	<a_18><b_11><c_22>
False	<a_14><b_5><c_16>	<a_28><b_17><c_3><d_1>
True	<a_4><b_11><c_31><d_1>	<a_4><b_11><c_31><d_1>
False	<a_4><b_11><c_23><d_0>	<a_4><b_27><c_3><d_1>
False	<a_4><b_12><c_22>	<a_1><b_15><c_20>
False	<a_9><b_0><c_7><d_0>	<a_20><b_14><c_5>
False	<a_7><b_15><c_29>	<a_14><b_22><c_29>
False	<a_26><b_17><c_22>	<a_27><b_2><c_12><d_2>
False	<a_15><b_12><c_15>	<a_21><b_12><c_7>
False	<a_22><b_25><c_12><d_1>	<a_29><b_17><c_17><d_0>
True	<a_1><b_24><c_15><d_0>	<a_1><b_24><c_15><d_0>
False	<a_6><b_30><c_31><d_0>	<a_27><b_9><c_15><d_1>
False	<a_4><b_19><c_15>	<a_2><b_8><c_3>
True	<a_31><b_25><c_8><d_1>	<a_31><b_25><c_8><d_1>
True	<a_14><b_12><c_21><d_1>	<a_14><b_12><c_21><d_1>
False	<a_22><b_6><c_17>	<a_25><b_9><c_26>
True	<a_17><b_11><c_7>	<a_17><b_11><c_7>
False	<a_19><b_1><c_9>	<a_31><b_27><c_26><d_1>
False	<a_31><b_15><c_7><d_0>	<a_17><b_6><c_21>
False	<a_20><b_14><c_19>	<a_2><b_23><c_15>
False	<a_26><b_15><c_27>	<a_18><b_30><c_8><d_0>
False	<a_22><b_10><c_15>	<a_28><b_23><c_6>
True	<a_26><b_17><c_8>	<a_26><b_17><c_8>
True	<a_10><b_7><c_26>	<a_10><b_7><c_26>
False	<a_31><b_29><c_4><d_1>	<a_9><b_27><c_15><d_0>
False	<a_5><b_8><c_8>	<a_31><b_13><c_21><d_0>
False	<a_20><b_22><c_10><d_1>	<a_8><b_8><c_13>
False	<a_22><b_17><c_9><d_0>	<a_28><b_9><c_4><d_1>
False	<a_22><b_20><c_25><d_5>	<a_3><b_19><c_20>
False	<a_20><b_22><c_10><d_1>	<a_0><b_15><c_3><d_0>
True	<a_28><b_0><c_7>	<a_28><b_0><c_7>
False	<a_3><b_18><c_22><d_1>	<a_31><b_6><c_14>
False	<a_20><b_22><c_10><d_0>	<a_20><b_14><c_19>
True	<a_24><b_18><c_22>	<a_24><b_18><c_22>
False	<a_23><b_25><c_4><d_0>	<a_22><b_17><c_9><d_0>
False	<a_2><b_8><c_16>	<a_1><b_27><c_12>
False	<a_22><b_17><c_15><d_0>	<a_21><b_30><c_23>
False	<a_9><b_18><c_16><d_2>	<a_29><b_7><c_14><d_0>
False	<a_13><b_6><c_25>	<a_22><b_2><c_16>
True	<a_6><b_18><c_13>	<a_6><b_18><c_13>
True	<a_11><b_12><c_11><d_0>	<a_11><b_12><c_11><d_0>
False	<a_22><b_2><c_16>	<a_3><b_2><c_21>
False	<a_30><b_4><c_24>	<a_31><b_12><c_14><d_0>
False	<a_21><b_23><c_28>	<a_30><b_14><c_18>
True	<a_27><b_1><c_23><d_0>	<a_27><b_1><c_23><d_0>
False	<a_29><b_10><c_0>	<a_12><b_7><c_18>
False	<a_16><b_1><c_8><d_2>	<a_16><b_24><c_10>
False	<a_21><b_15><c_7>	<a_10><b_14><c_28><d_0>
True	<a_18><b_0><c_13>	<a_18><b_0><c_13>
False	<a_12><b_28><c_18>	<a_4><b_19><c_7>
False	<a_9><b_27><c_14><d_1>	<a_12><b_15><c_21><d_0>
True	<a_3><b_3><c_14>	<a_3><b_3><c_14>
False	<a_12><b_29><c_18>	<a_25><b_25><c_17>
False	<a_1><b_24><c_15><d_1>	<a_1><b_0><c_17><d_0>
False	<a_10><b_14><c_5>	<a_16><b_15><c_7>
False	<a_10><b_29><c_1>	<a_18><b_30><c_27><d_0>
True	<a_23><b_6><c_13><d_2>	<a_23><b_6><c_13><d_2>
False	<a_22><b_20><c_16>	<a_8><b_9><c_12>
False	<a_10><b_1><c_13>	<a_17><b_13><c_16><d_2>
True	<a_18><b_18><c_4>	<a_18><b_18><c_4>
True	<a_23><b_26><c_20>	<a_23><b_26><c_20>
False	<a_11><b_7><c_16>	<a_22><b_10><c_20>
False	<a_9><b_1><c_29><d_0>	<a_28><b_2><c_31>
True	<a_8><b_11><c_16>	<a_8><b_11><c_16>
False	<a_5><b_12><c_31><d_0>	<a_8><b_20><c_12>
False	<a_11><b_23><c_0>	<a_10><b_16><c_15>
True	<a_1><b_25><c_15><d_1>	<a_1><b_25><c_15><d_1>
False	<a_10><b_7><c_26>	<a_8><b_12><c_27>
False	<a_15><b_31><c_11>	<a_2><b_1><c_29>
True	<a_6><b_15><c_11>	<a_6><b_15><c_11>
False	<a_12><b_18><c_26>	<a_12><b_25><c_25><d_1>
True	<a_7><b_2><c_17>	<a_7><b_2><c_17>
True	<a_20><b_14><c_19>	<a_20><b_14><c_19>
False	<a_28><b_31><c_25>	<a_3><b_12><c_11>
False	<a_30><b_14><c_18>	<a_20><b_14><c_28>
False	<a_6><b_2><c_25><d_1>	<a_5><b_25><c_23>
False	<a_21><b_25><c_23>	<a_20><b_22><c_10><d_0>
True	<a_31><b_18><c_17><d_0>	<a_31><b_18><c_17><d_0>
True	<a_14><b_12><c_21><d_1>	<a_14><b_12><c_21><d_1>
False	<a_22><b_9><c_1><d_0>	<a_10><b_21><c_17>
False	<a_1><b_21><c_21>	<a_18><b_30><c_16><d_3>
True	<a_5><b_21><c_12><d_0>	<a_5><b_21><c_12><d_0>
False	<a_25><b_10><c_22>	<a_1><b_1><c_15>
True	<a_11><b_30><c_9>	<a_11><b_30><c_9>
False	<a_30><b_16><c_10>	<a_14><b_17><c_7><d_1>
False	<a_31><b_2><c_7>	<a_18><b_11><c_11>
False	<a_22><b_25><c_12><d_1>	<a_1><b_15><c_17>
False	<a_28><b_23><c_12>	<a_22><b_25><c_12><d_1>
False	<a_14><b_15><c_7><d_0>	<a_18><b_30><c_26><d_0>
False	<a_4><b_15><c_4><d_1>	<a_30><b_14><c_0><d_0>
False	<a_18><b_8><c_17>	<a_4><b_10><c_11>
False	<a_4><b_26><c_9>	<a_12><b_28><c_18>
False	<a_14><b_12><c_31><d_1>	<a_3><b_20><c_31><d_0>
False	<a_0><b_0><c_29>	<a_20><b_22><c_10><d_1>
False	<a_13><b_0><c_22>	<a_13><b_15><c_8><d_0>
False	<a_28><b_9><c_29><d_0>	<a_21><b_5><c_31>
False	<a_8><b_25><c_17>	<a_3><b_0><c_9>
True	<a_6><b_17><c_4>	<a_6><b_17><c_4>
False	<a_31><b_11><c_23><d_0>	<a_10><b_0><c_7>
False	<a_8><b_17><c_9>	<a_22><b_27><c_4><d_5>
False	<a_8><b_20><c_16><d_1>	<a_1><b_1><c_12><d_1>
True	<a_31><b_6><c_27>	<a_31><b_6><c_27>
False	<a_25><b_4><c_26>	<a_8><b_18><c_23>
False	<a_4><b_20><c_0>	<a_2><b_26><c_8>
False	<a_28><b_24><c_7><d_3>	<a_9><b_1><c_17><d_1>
False	<a_4><b_30><c_0>	<a_20><b_28><c_19>
False	<a_21><b_11><c_1>	<a_19><b_2><c_3><d_1>
False	<a_6><b_30><c_16>	<a_23><b_9><c_15>
False	<a_20><b_22><c_10><d_1>	<a_22><b_6><c_20>
False	<a_21><b_23><c_13>	<a_15><b_9><c_23><d_2>
False	<a_4><b_15><c_16><d_1>	<a_21><b_27><c_3>
False	<a_19><b_5><c_8><d_1>	<a_19><b_3><c_12><d_0>
False	<a_12><b_29><c_17>	<a_17><b_13><c_31><d_0>
True	<a_13><b_15><c_8><d_1>	<a_13><b_15><c_8><d_1>
True	<a_26><b_11><c_6>	<a_26><b_11><c_6>
True	<a_3><b_0><c_25>	<a_3><b_0><c_25>
False	<a_23><b_21><c_7><d_1>	<a_1><b_5><c_20>
False	<a_12><b_27><c_26>	<a_5><b_12><c_26>
True	<a_14><b_27><c_25><d_2>	<a_14><b_27><c_25><d_2>
True	<a_3><b_13><c_3>	<a_3><b_13><c_3>
False	<a_1><b_10><c_3><d_0>	<a_10><b_29><c_12>
False	<a_23><b_3><c_25>	<a_14><b_30><c_25>
False	<a_13><b_15><c_11>	<a_14><b_12><c_31><d_2>
True	<a_1><b_1><c_21><d_2>	<a_1><b_1><c_21><d_2>
True	<a_31><b_27><c_9><d_0>	<a_31><b_27><c_9><d_0>
True	<a_17><b_12><c_15>	<a_17><b_12><c_15>
False	<a_14><b_11><c_20>	<a_22><b_20><c_20><d_0>
True	<a_1><b_25><c_27>	<a_1><b_25><c_27>
False	<a_20><b_22><c_10><d_0>	<a_3><b_6><c_1>
True	<a_27><b_1><c_13>	<a_27><b_1><c_13>
True	<a_23><b_20><c_12><d_0>	<a_23><b_20><c_12><d_0>
False	<a_1><b_7><c_22>	<a_2><b_27><c_15>
True	<a_17><b_19><c_21>	<a_17><b_19><c_21>
False	<a_28><b_12><c_23>	<a_22><b_12><c_20><d_1>
True	<a_19><b_12><c_29><d_2>	<a_19><b_12><c_29><d_2>
True	<a_6><b_4><c_29>	<a_6><b_4><c_29>
False	<a_23><b_9><c_7><d_1>	<a_9><b_7><c_21><d_0>
False	<a_2><b_0><c_14>	<a_5><b_7><c_4>
False	<a_0><b_18><c_12><d_0>	<a_0><b_19><c_3>
True	<a_23><b_0><c_4>	<a_23><b_0><c_4>
True	<a_11><b_18><c_31><d_0>	<a_11><b_18><c_31><d_0>
True	<a_31><b_25><c_12><d_0>	<a_31><b_25><c_12><d_0>
True	<a_26><b_12><c_3>	<a_26><b_12><c_3>
False	<a_5><b_25><c_22>	<a_29><b_29><c_14>
False	<a_2><b_0><c_14>	<a_22><b_21><c_4>
True	<a_15><b_29><c_26>	<a_15><b_29><c_26>
True	<a_1><b_3><c_16>	<a_1><b_3><c_16>
False	<a_0><b_8><c_9>	<a_3><b_24><c_26>
False	<a_13><b_15><c_8><d_0>	<a_1><b_30><c_31>
False	<a_10><b_6><c_21><d_1>	<a_24><b_27><c_17><d_2>
True	<a_19><b_21><c_31>	<a_19><b_21><c_31>
False	<a_29><b_11><c_17><d_1>	<a_20><b_28><c_24>
False	<a_22><b_8><c_8><d_1>	<a_1><b_7><c_16>
True	<a_11><b_30><c_4>	<a_11><b_30><c_4>
False	<a_21><b_7><c_21>	<a_14><b_17><c_0><d_0>
False	<a_14><b_2><c_11><d_1>	<a_20><b_14><c_28>
False	<a_25><b_5><c_10>	<a_0><b_18><c_25>
False	<a_20><b_22><c_10><d_1>	<a_25><b_9><c_0><d_1>
False	<a_29><b_11><c_13><d_1>	<a_22><b_29><c_11>
False	<a_30><b_16><c_19>	<a_19><b_26><c_12><d_0>
False	<a_18><b_12><c_27><d_0>	<a_17><b_0><c_31><d_1>
False	<a_1><b_15><c_17>	<a_21><b_15><c_7>
False	<a_4><b_20><c_14>	<a_26><b_30><c_14>
True	<a_18><b_10><c_21><d_0>	<a_18><b_10><c_21><d_0>
True	<a_14><b_17><c_12><d_1>	<a_14><b_17><c_12><d_1>
True	<a_20><b_22><c_10><d_1>	<a_20><b_22><c_10><d_1>
True	<a_29><b_26><c_11>	<a_29><b_26><c_11>
False	<a_9><b_7><c_26><d_2>	<a_9><b_1><c_22><d_1>
False	<a_16><b_0><c_14>	<a_21><b_1><c_12>
True	<a_26><b_15><c_3>	<a_26><b_15><c_3>
False	<a_10><b_7><c_26>	<a_15><b_29><c_7>
False	<a_11><b_8><c_3>	<a_17><b_17><c_12><d_3>
True	<a_28><b_24><c_7><d_1>	<a_28><b_24><c_7><d_1>
False	<a_31><b_15><c_7><d_0>	<a_9><b_0><c_25>
True	<a_5><b_15><c_3>	<a_5><b_15><c_3>
True	<a_12><b_15><c_21><d_1>	<a_12><b_15><c_21><d_1>
False	<a_6><b_4><c_25><d_1>	<a_14><b_25><c_23><d_1>
False	<a_2><b_10><c_26>	<a_10><b_20><c_23>
True	<a_7><b_11><c_13><d_1>	<a_7><b_11><c_13><d_1>
False	<a_3><b_2><c_30>	<a_3><b_21><c_9>
False	<a_14><b_9><c_23>	<a_20><b_22><c_10><d_0>
